referenceTime,air_temperature,wind_speed,wind_from_direction,surface_snow_thickness,sum(precipitation_amount PT1H),relative_humidity,surface_temperature,dew_point_temperature,time
2022-12-31 04:00:00+00:00,2.2,3.5,235.0,15,1.2,80.0,0.3,-0.7,2022-12-31 04:00:00+00:00
2022-12-31 04:10:00+00:00,,,,15,,,0.2,,2022-12-31 04:10:00+00:00
2022-12-31 04:20:00+00:00,,,,15,,,0.3,,2022-12-31 04:20:00+00:00
2022-12-31 04:30:00+00:00,,,,15,,,0.3,,2022-12-31 04:30:00+00:00
2022-12-31 04:40:00+00:00,,,,15,,,0.3,,2022-12-31 04:40:00+00:00
2022-12-31 04:50:00+00:00,,,,15,,,0.3,,2022-12-31 04:50:00+00:00
2022-12-31 05:00:00+00:00,2.0,4.2,234.0,15,0.6,80.0,0.2,-0.9,2022-12-31 05:00:00+00:00
2022-12-31 05:10:00+00:00,,,,15,,,0.2,,2022-12-31 05:10:00+00:00
2022-12-31 05:20:00+00:00,,,,15,,,0.3,,2022-12-31 05:20:00+00:00
2022-12-31 05:30:00+00:00,,,,15,,,0.2,,2022-12-31 05:30:00+00:00
2022-12-31 05:40:00+00:00,,,,15,,,0.1,,2022-12-31 05:40:00+00:00
2022-12-31 05:50:00+00:00,,,,15,,,0.2,,2022-12-31 05:50:00+00:00
2022-12-31 06:00:00+00:00,1.6,4.5,207.0,15,1.5,80.0,0.2,-1.4,2022-12-31 06:00:00+00:00
2022-12-31 06:10:00+00:00,,,,15,,,0.1,,2022-12-31 06:10:00+00:00
2022-12-31 06:20:00+00:00,,,,15,,,0.1,,2022-12-31 06:20:00+00:00
2022-12-31 06:30:00+00:00,,,,15,,,0.1,,2022-12-31 06:30:00+00:00
2022-12-31 06:40:00+00:00,,,,15,,,0.1,,2022-12-31 06:40:00+00:00
2022-12-31 06:50:00+00:00,,,,15,,,0.1,,2022-12-31 06:50:00+00:00
2022-12-31 07:00:00+00:00,1.0,2.7,200.0,15,0.2,87.0,0.1,-0.9,2022-12-31 07:00:00+00:00
2022-12-31 07:10:00+00:00,,,,15,,,0.1,,2022-12-31 07:10:00+00:00
2022-12-31 07:20:00+00:00,,,,15,,,0.1,,2022-12-31 07:20:00+00:00
2022-12-31 07:30:00+00:00,,,,15,,,0.3,,2022-12-31 07:30:00+00:00
2022-12-31 07:40:00+00:00,,,,15,,,0.4,,2022-12-31 07:40:00+00:00
2022-12-31 07:50:00+00:00,,,,15,,,0.3,,2022-12-31 07:50:00+00:00
2022-12-31 08:00:00+00:00,1.6,6.0,150.0,15,3.0,95.0,0.3,1.1,2022-12-31 08:00:00+00:00
2022-12-31 08:10:00+00:00,,,,15,,,0.2,,2022-12-31 08:10:00+00:00
2022-12-31 08:20:00+00:00,,,,15,,,0.1,,2022-12-31 08:20:00+00:00
2022-12-31 08:30:00+00:00,,,,15,,,0.1,,2022-12-31 08:30:00+00:00
2022-12-31 08:40:00+00:00,,,,15,,,0.0,,2022-12-31 08:40:00+00:00
2022-12-31 08:50:00+00:00,,,,15,,,0.0,,2022-12-31 08:50:00+00:00
2022-12-31 09:00:00+00:00,0.4,5.1,343.0,15,0.8,94.0,0.0,-0.5,2022-12-31 09:00:00+00:00
2022-12-31 09:10:00+00:00,,,,16,,,0.0,,2022-12-31 09:10:00+00:00
2022-12-31 09:20:00+00:00,,,,16,,,0.0,,2022-12-31 09:20:00+00:00
2022-12-31 09:30:00+00:00,,,,16,,,0.0,,2022-12-31 09:30:00+00:00
2022-12-31 09:40:00+00:00,,,,16,,,-0.1,,2022-12-31 09:40:00+00:00
2022-12-31 09:50:00+00:00,,,,16,,,-0.1,,2022-12-31 09:50:00+00:00
2022-12-31 10:00:00+00:00,-0.1,4.8,331.0,17,0.6,96.0,-0.1,-0.5,2022-12-31 10:00:00+00:00
2022-12-31 10:10:00+00:00,,,,17,,,-0.2,,2022-12-31 10:10:00+00:00
2022-12-31 10:20:00+00:00,,,,17,,,-0.2,,2022-12-31 10:20:00+00:00
2022-12-31 10:30:00+00:00,,,,18,,,-0.4,,2022-12-31 10:30:00+00:00
2022-12-31 10:40:00+00:00,,,,18,,,-0.4,,2022-12-31 10:40:00+00:00
2022-12-31 10:50:00+00:00,,,,18,,,-0.4,,2022-12-31 10:50:00+00:00
2022-12-31 11:00:00+00:00,-0.4,4.0,339.0,18,0.9,97.0,-0.5,-0.9,2022-12-31 11:00:00+00:00
2022-12-31 11:10:00+00:00,,,,18,,,-0.7,,2022-12-31 11:10:00+00:00
2022-12-31 11:20:00+00:00,,,,18,,,-0.7,,2022-12-31 11:20:00+00:00
2022-12-31 11:30:00+00:00,,,,18,,,-0.6,,2022-12-31 11:30:00+00:00
2022-12-31 11:40:00+00:00,,,,18,,,-0.6,,2022-12-31 11:40:00+00:00
2022-12-31 11:50:00+00:00,,,,18,,,-0.5,,2022-12-31 11:50:00+00:00
2022-12-31 12:00:00+00:00,-0.7,2.6,340.0,18,0.3,95.0,-0.7,-1.4,2022-12-31 12:00:00+00:00
2022-12-31 12:10:00+00:00,,,,19,,,-0.8,,2022-12-31 12:10:00+00:00
2022-12-31 12:20:00+00:00,,,,19,,,-0.8,,2022-12-31 12:20:00+00:00
2022-12-31 12:30:00+00:00,,,,19,,,-0.9,,2022-12-31 12:30:00+00:00
2022-12-31 12:40:00+00:00,,,,19,,,-1.0,,2022-12-31 12:40:00+00:00
2022-12-31 12:50:00+00:00,,,,19,,,-1.2,,2022-12-31 12:50:00+00:00
2022-12-31 13:00:00+00:00,-0.9,1.9,316.0,19,0.1,96.0,-1.3,-1.4,2022-12-31 13:00:00+00:00
2022-12-31 13:10:00+00:00,,,,19,,,-1.1,,2022-12-31 13:10:00+00:00
2022-12-31 13:20:00+00:00,,,,19,,,-0.9,,2022-12-31 13:20:00+00:00
2022-12-31 13:30:00+00:00,,,,19,,,-1.3,,2022-12-31 13:30:00+00:00
2022-12-31 13:40:00+00:00,,,,19,,,-1.2,,2022-12-31 13:40:00+00:00
2022-12-31 13:50:00+00:00,,,,19,,,-1.1,,2022-12-31 13:50:00+00:00
2022-12-31 14:00:00+00:00,-1.0,1.2,1.0,19,0.0,94.0,-1.2,-1.7,2022-12-31 14:00:00+00:00
2022-12-31 14:10:00+00:00,,,,19,,,-1.2,,2022-12-31 14:10:00+00:00
2022-12-31 14:20:00+00:00,,,,19,,,-1.3,,2022-12-31 14:20:00+00:00
2022-12-31 14:30:00+00:00,,,,19,,,-1.3,,2022-12-31 14:30:00+00:00
2022-12-31 14:40:00+00:00,,,,19,,,-1.3,,2022-12-31 14:40:00+00:00
2022-12-31 14:50:00+00:00,,,,19,,,-1.3,,2022-12-31 14:50:00+00:00
2022-12-31 15:00:00+00:00,-1.3,1.3,4.0,19,0.3,97.0,-1.3,-1.7,2022-12-31 15:00:00+00:00
2022-12-31 15:10:00+00:00,,,,19,,,-1.4,,2022-12-31 15:10:00+00:00
2022-12-31 15:20:00+00:00,,,,20,,,-1.4,,2022-12-31 15:20:00+00:00
2022-12-31 15:30:00+00:00,,,,20,,,-1.4,,2022-12-31 15:30:00+00:00
