timestamp,air_temperature,surface_temperature,surface_snow_thickness,wind_speed,wind_from_direction,relative_humidity,dew_point_temperature,precipitation,wind_speed_gust,duration_of_precipitation
2020-11-01 00:00:00,8.7,5.8,-1.0,2.6,186.0,85,4.8,0.6,11.0,59.0
2020-11-01 01:00:00,7.1,5.8,-1.0,2.0,139.0,91,5.1,3.4,6.3,38.0
2020-11-01 02:00:00,6.5,5.2,-1.0,2.2,138.0,91,4.6,1.8,6.3,0.0
2020-11-01 03:00:00,6.0,4.4,-1.0,1.4,143.0,92,4.3,0.0,6.2,0.0
2020-11-01 04:00:00,5.6,4.5,-1.0,1.8,157.0,89,3.8,0.0,3.6,0.0
2020-11-01 05:00:00,5.5,4.1,-1.0,1.5,163.0,84,3.0,0.0,3.5,0.0
2020-11-01 06:00:00,5.8,4.5,-1.0,2.9,145.0,81,2.9,0.0,4.9,0.0
2020-11-01 07:00:00,6.0,3.0,-1.0,3.3,143.0,80,2.3,0.0,5.3,0.0
2020-11-01 08:00:00,6.1,4.5,-1.0,3.1,144.0,76,2.1,0.0,7.2,0.0
2020-11-01 09:00:00,6.1,4.6,-1.0,2.9,137.0,83,2.7,0.0,6.4,12.0
2020-11-01 10:00:00,6.0,4.8,-1.0,3.0,143.0,81,2.5,0.0,6.9,4.0
2020-11-01 11:00:00,5.8,4.7,-1.0,3.8,143.0,74,1.5,0.0,6.9,0.0
2020-11-01 12:00:00,5.8,4.1,-1.0,5.6,147.0,79,1.9,0.0,10.5,14.0
2020-11-01 13:00:00,5.3,4.5,-1.0,5.8,142.0,76,1.5,0.0,12.0,41.0
2020-11-01 14:00:00,5.2,4.0,-1.0,5.5,145.0,80,1.9,0.1,13.9,43.0
2020-11-01 15:00:00,5.2,3.7,-1.0,5.8,141.0,85,2.3,0.1,12.3,59.0
2020-11-01 16:00:00,5.8,4.3,-1.0,6.1,153.0,79,2.5,0.8,12.1,32.0
2020-11-01 17:00:00,6.8,5.4,-1.0,5.3,151.0,83,4.1,0.1,11.1,3.0
2020-11-01 18:00:00,7.8,6.3,-1.0,4.3,138.0,94,6.1,0.0,12.7,39.0
2020-11-01 19:00:00,7.1,5.6,-1.0,3.9,147.0,93,5.0,0.9,11.1,59.0
2020-11-01 20:00:00,6.1,4.3,-1.0,2.9,137.0,84,3.0,2.1,6.8,30.0
2020-11-01 21:00:00,5.5,4.1,-1.0,2.1,148.0,83,2.7,0.1,6.5,0.0
2020-11-01 22:00:00,5.2,3.5,-1.0,4.9,140.0,84,2.1,0.0,9.6,47.0
2020-11-01 23:00:00,4.4,2.8,-1.0,5.1,141.0,88,1.7,0.9,9.1,59.0
2020-11-02 00:00:00,3.6,2.8,-1.0,4.1,137.0,91,1.9,2.2,9.5,59.0
2020-11-02 01:00:00,4.6,3.7,-1.0,5.1,139.0,86,2.5,1.8,9.1,33.0
2020-11-02 02:00:00,7.5,6.2,-1.0,6.9,144.0,87,5.5,0.2,12.9,59.0
2020-11-02 03:00:00,7.7,7.2,-1.0,5.0,130.0,96,7.1,2.4,11.1,59.0
2020-11-02 04:00:00,9.1,8.6,-1.0,1.9,150.0,97,8.8,5.0,8.5,59.0
2020-11-02 05:00:00,10.0,8.6,-1.0,4.3,175.0,93,8.4,10.6,14.3,59.0
2020-11-02 06:00:00,9.4,6.4,-1.0,3.9,64.0,95,5.9,9.3,9.7,59.0
2020-11-02 07:00:00,6.7,5.5,-1.0,2.9,36.0,93,4.8,4.9,8.5,59.0
2020-11-02 08:00:00,6.1,5.2,-1.0,3.3,157.0,91,4.5,2.5,9.1,37.0
2020-11-02 09:00:00,5.7,5.6,-1.0,3.1,172.0,91,4.5,1.3,7.7,59.0
2020-11-02 10:00:00,5.9,5.8,-1.0,1.3,144.0,92,4.6,3.5,6.7,53.0
2020-11-02 11:00:00,6.0,6.0,-1.0,1.4,232.0,91,4.6,1.1,5.7,22.0
2020-11-02 12:00:00,5.9,5.9,-1.0,1.4,203.0,91,4.5,0.1,5.9,40.0
2020-11-02 13:00:00,5.8,5.2,-1.0,1.8,193.0,89,3.9,0.6,8.3,52.0
2020-11-02 14:00:00,5.6,5.4,-1.0,1.9,60.0,92,4.1,1.1,5.9,31.0
2020-11-02 15:00:00,5.2,4.8,-1.0,2.3,68.0,92,3.9,1.2,6.3,46.0
2020-11-02 16:00:00,5.1,4.5,-1.0,2.0,95.0,92,3.6,0.5,7.3,52.0
2020-11-02 17:00:00,4.8,4.4,-1.0,2.8,333.0,94,3.8,1.9,6.5,48.0
2020-11-02 18:00:00,4.6,3.6,-1.0,2.2,325.0,93,2.9,0.6,4.3,57.0
2020-11-02 19:00:00,3.9,3.4,-1.0,0.4,32.0,94,2.7,1.0,5.2,45.0
2020-11-02 20:00:00,4.0,3.7,-1.0,0.8,163.0,94,3.0,1.3,4.3,0.0
2020-11-02 21:00:00,3.9,2.6,-1.0,2.4,2.0,94,2.1,4.1,4.7,58.0
2020-11-02 22:00:00,2.9,2.4,-1.0,2.2,119.0,92,1.7,3.4,5.1,59.0
2020-11-02 23:00:00,3.0,2.7,-1.0,0.5,175.0,96,2.1,0.1,3.5,6.0
2020-11-03 00:00:00,3.2,3.0,-1.0,1.5,141.0,96,2.7,0.8,3.7,44.0
2020-11-03 01:00:00,3.7,1.5,-1.0,1.4,25.0,93,1.1,2.6,7.1,56.0
2020-11-03 02:00:00,2.3,1.1,-1.0,1.6,89.0,94,1.3,1.4,4.3,55.0
2020-11-03 03:00:00,1.9,1.4,-1.0,0.5,195.0,96,1.1,1.6,3.5,22.0
2020-11-03 04:00:00,2.8,2.6,-1.0,0.7,75.0,97,2.5,0.3,3.1,17.0
2020-11-03 05:00:00,3.3,3.1,-1.0,1.6,352.0,96,2.7,0.4,4.1,26.0
2020-11-03 06:00:00,3.4,3.0,-1.0,1.2,349.0,94,2.5,0.1,4.9,19.0
2020-11-03 07:00:00,3.6,2.9,-1.0,2.0,340.0,93,2.5,0.0,7.4,0.0
2020-11-03 08:00:00,3.6,3.1,-1.0,0.2,277.0,93,2.5,0.0,5.1,11.0
2020-11-03 09:00:00,3.4,4.0,-1.0,0.0,0.0,92,2.1,0.1,4.0,28.0
2020-11-03 10:00:00,4.4,4.7,-1.0,1.8,129.0,89,2.3,0.8,4.8,16.0
2020-11-03 11:00:00,4.5,5.2,-1.0,1.7,136.0,90,2.9,0.2,5.1,6.0
2020-11-03 12:00:00,4.9,4.9,-1.0,1.0,144.0,89,3.0,0.0,3.8,0.0
2020-11-03 13:00:00,4.6,4.5,-1.0,0.4,147.0,91,3.0,0.2,4.8,17.0
2020-11-03 14:00:00,4.4,2.8,-1.0,1.6,129.0,94,2.1,3.6,6.5,59.0
2020-11-03 15:00:00,3.3,2.8,-1.0,2.5,129.0,92,1.7,2.4,6.6,47.0
2020-11-03 16:00:00,3.1,0.6,-1.0,1.6,139.0,94,0.9,2.2,6.4,32.0
2020-11-03 17:00:00,2.0,0.1,-1.0,1.6,135.0,96,0.0,3.2,4.6,56.0
2020-11-03 18:00:00,0.7,0.0,-1.0,2.1,138.0,97,0.0,2.4,4.0,59.0
2020-11-03 19:00:00,0.5,0.0,-1.0,1.3,153.0,97,0.0,1.7,4.0,59.0
2020-11-03 20:00:00,0.5,0.0,-1.0,1.5,153.0,97,0.0,1.6,3.9,59.0
2020-11-03 21:00:00,0.5,0.0,-1.0,1.0,160.0,97,-0.2,1.8,2.0,59.0
2020-11-03 22:00:00,0.6,0.0,-1.0,1.0,168.0,97,0.2,1.7,2.1,59.0
2020-11-03 23:00:00,1.0,0.1,-1.0,1.0,180.0,96,0.2,1.5,2.1,21.0
2020-11-04 00:00:00,1.3,0.0,-1.0,0.7,184.0,97,0.6,1.4,1.8,24.0
2020-11-04 01:00:00,1.5,0.3,-1.0,0.9,167.0,97,1.1,0.0,2.0,0.0
2020-11-04 02:00:00,1.6,0.3,-1.0,1.0,155.0,97,1.3,0.2,1.8,40.0
2020-11-04 03:00:00,1.6,0.3,-1.0,0.8,133.0,97,0.9,0.4,2.3,27.0
2020-11-04 04:00:00,1.5,0.3,-1.0,1.2,177.0,96,0.9,0.0,2.1,0.0
2020-11-04 05:00:00,1.5,0.3,-1.0,1.3,177.0,95,0.9,0.0,2.4,12.0
2020-11-04 06:00:00,1.7,0.3,-1.0,0.4,117.0,96,0.9,0.1,2.0,42.0
2020-11-04 07:00:00,1.5,0.2,-1.0,1.0,141.0,96,0.4,0.9,3.1,54.0
2020-11-04 08:00:00,1.6,0.4,-1.0,1.0,289.0,98,1.5,1.1,3.4,16.0
2020-11-04 09:00:00,2.0,0.4,-1.0,2.9,326.0,96,1.3,0.0,4.8,0.0
2020-11-04 10:00:00,2.2,0.5,-1.0,3.5,325.0,92,1.1,0.0,6.3,15.0
2020-11-04 11:00:00,2.4,0.6,-1.0,3.6,312.0,92,1.1,0.1,7.4,28.0
2020-11-04 12:00:00,2.6,0.9,-1.0,4.2,319.0,92,1.3,0.1,7.2,0.0
2020-11-04 13:00:00,2.8,1.1,-1.0,4.0,323.0,90,1.3,0.0,8.1,0.0
2020-11-04 14:00:00,2.6,1.4,-1.0,5.2,324.0,95,1.9,0.0,9.2,50.0
2020-11-04 15:00:00,2.7,1.2,-1.0,6.3,323.0,87,0.6,0.2,12.0,35.0
2020-11-04 16:00:00,2.6,1.2,-1.0,4.5,325.0,91,0.9,0.1,9.9,28.0
2020-11-04 17:00:00,2.2,1.3,-1.0,2.9,340.0,96,1.3,0.1,6.8,42.0
2020-11-04 18:00:00,2.1,1.5,-1.0,2.8,321.0,93,1.1,0.1,5.5,15.0
2020-11-04 19:00:00,2.4,1.3,-1.0,2.8,321.0,88,0.6,0.0,6.0,8.0
2020-11-04 20:00:00,2.4,1.6,-1.0,0.9,325.0,92,1.1,0.1,5.0,12.0
2020-11-04 21:00:00,2.3,1.8,-1.0,1.9,357.0,96,1.7,0.1,5.5,41.0
2020-11-04 22:00:00,2.8,1.9,-1.0,2.4,131.0,90,1.5,0.3,6.7,22.0
2020-11-04 23:00:00,3.2,2.6,-1.0,1.5,107.0,96,2.5,0.1,4.9,59.0
2020-11-05 00:00:00,3.8,2.9,-1.0,3.8,67.0,93,2.5,1.1,8.1,59.0
2020-11-05 01:00:00,3.8,3.3,-1.0,3.4,112.0,94,2.9,1.4,9.2,59.0
2020-11-05 02:00:00,4.1,3.7,-1.0,3.3,113.0,94,3.2,1.5,10.0,59.0
2020-11-05 03:00:00,4.8,4.3,-1.0,4.0,77.0,95,4.1,1.8,9.7,59.0
2020-11-05 04:00:00,5.3,4.8,-1.0,3.6,119.0,94,4.5,2.0,9.2,59.0
2020-11-05 05:00:00,6.2,5.6,-1.0,2.6,80.0,96,5.6,2.0,7.4,59.0
2020-11-05 06:00:00,6.8,6.2,-1.0,2.5,87.0,97,6.4,1.1,6.7,59.0
2020-11-05 07:00:00,7.2,6.7,-1.0,2.7,339.0,98,7.0,0.5,7.5,59.0
2020-11-05 08:00:00,7.3,6.7,-1.0,3.5,331.0,98,6.8,0.5,9.8,59.0
2020-11-05 09:00:00,7.1,6.7,-1.0,2.3,346.0,97,6.5,0.6,7.7,59.0
2020-11-05 10:00:00,7.1,6.8,-1.0,2.8,340.0,97,6.7,1.0,7.5,59.0
2020-11-05 11:00:00,7.2,7.1,-1.0,2.6,329.0,97,6.8,0.6,7.1,59.0
2020-11-05 12:00:00,7.3,7.2,-1.0,2.4,340.0,96,6.7,0.9,7.9,59.0
2020-11-05 13:00:00,7.4,7.3,-1.0,1.7,350.0,96,6.8,1.2,6.5,59.0
2020-11-05 14:00:00,7.7,7.5,-1.0,2.6,2.0,96,7.1,1.4,7.6,59.0
2020-11-05 15:00:00,7.7,7.3,-1.0,3.5,327.0,96,7.1,1.7,8.5,59.0
2020-11-05 16:00:00,7.7,7.1,-1.0,2.2,324.0,96,7.0,1.4,9.4,59.0
2020-11-05 17:00:00,7.5,7.0,-1.0,1.8,62.0,96,6.8,1.4,6.4,59.0
2020-11-05 18:00:00,7.4,6.9,-1.0,1.1,104.0,96,6.8,0.7,6.7,59.0
2020-11-05 19:00:00,7.5,7.0,-1.0,1.1,89.0,97,7.1,0.6,3.8,57.0
2020-11-05 20:00:00,7.5,7.0,-1.0,1.8,11.0,98,7.1,0.2,5.7,41.0
2020-11-05 21:00:00,7.5,7.0,-1.0,0.6,3.0,98,7.1,0.1,5.8,18.0
2020-11-05 22:00:00,7.5,6.9,-1.0,0.2,121.0,98,7.1,0.1,1.6,40.0
2020-11-05 23:00:00,7.4,6.7,-1.0,0.0,0.0,98,7.1,0.6,1.3,3.0
2020-11-06 00:00:00,7.5,6.8,-1.0,0.0,0.0,98,7.0,0.0,1.6,37.0
2020-11-06 01:00:00,7.4,6.8,-1.0,0.1,68.0,98,7.0,0.1,1.0,1.0
